Unnamed: 0.2,A_ID,B_ID,preA_ID,preB_ID,symbol,Protein_A,Protein_B,model_1_multimer_score(iptm+ptm),model_1_multimer_score(iptm),model_1_multimer_score(ptm),A template,B template,symbol_r
402,P05455,P01100,SSB,FOS,P01100__P05455,P01100,P05455,0.30400000095367435,0.2800000011920929,0.4,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['7lmb_H', '1zh5_B', '2vod_B', '2voo_A', '4wkr_A', '6y50_q', '6y5q_q', '6r5k_H', '2mjn_A', '7dvq_4', '6i9b_A', '6y53_o', '6r5k_H', '4f02_A', '1cvj_A', '1cvj_B', '7abg_A6', '6r5k_H', '1s7a_A', '1owx_A']",P05455__P01100
403,Q659C4,P10242,LARP1B,MYB,P10242__Q659C4,P10242,Q659C4,0.17400000476837157,0.15000000596046448,0.27,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['5v4r_B', '5v87_B', '2cqk_A', '2mtf_A', '7lmb_H', '2m5w_A', '1s7a_A', '1s29_A', '6i9b_A', '1zh5_B', '2vod_B', '4wkr_A', '2voo_A']",Q659C4__P10242
404,P12236,Q07869,SLC25A6,PPARA,Q07869__P12236,Q07869,P12236,0.20999999713897705,0.1599999964237213,0.41,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['6gci_A', '4c9h_B', '4c9g_A', '1okc_A', '2c3e_A', '2lck_A', '6gci_A', '6gci_A', '2lck_A', '4c9h_B', '4c9g_A', '1okc_A', '2c3e_A', '2lck_A', '4c9h_B', '1okc_A', '2c3e_A', '4c9g_A', '6gci_A', '2lck_A']",P12236__Q07869
405,P22087,Q07869,FBL,PPARA,Q07869__P22087,Q07869,P22087,0.1660000011920929,0.10000000149011612,0.43,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['6rxu_CB', '6rxx_CA', '6lqp_3B', '7ajt_CA', '7mq9_SD', '7mqa_SD', '6zdt_A', '7sea_A', '1g8s_A', '4by9_E', '5gin_M', '5gip_P', '3id6_C', '1g8a_A', '4df3_A', '1nt2_A', '3dh0_B', '3lhd_A', '2yxe_A', '1dl5_A']",P22087__Q07869
406,P0C0S5,P49715,H2AZ1,CEBPA,P49715__P0C0S5,P49715,P0C0S5,0.21999999475479126,0.20999999344348907,0.26,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['1f66_G', '1kx5_G', '5z30_G', '1id3_C', '6jou_C', '5z23_C', '3mvd_G', '1tzy_E', '6k1k_G', '7kbe_C', '7kbf_C', '6m4d_G', '4wnn_E', '6ipu_C', '6ke9_G', '4x23_M', '6px3_C', '4cay_A', '5fug_A', '1hio_A']",P0C0S5__P49715
407,Q8ND56,P40763,LSM14A,STAT3,P40763__Q8ND56,P40763,Q8ND56,0.1979999978542328,0.11999999731779099,0.51,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['2vxe_A', '2vxf_A', '6f9w_A', '6f9s_B', '6f9s_B']",Q8ND56__P40763
408,Q86V81,P48431,ALYREF,SOX2,Q86V81__P48431,Q86V81,P48431,0.17799999713897707,0.1599999964237213,0.25,"['2f3j_A', '2kt5_A', '2kn4_A', '3ulh_A', '1p1t_A', '2jrs_A', '7abg_A6', '2kxn_B', '6q0v_D', '6q0w_D', '2dnz_A', '2mks_A', '2fy1_A', '5tbx_B', '2dh7_A', '2rra_A', '7jly_A', '4c7q_A', '6ud7_C', '2leb_A']","['6wx7_B', '1j46_A', '6t7d_K', '6wx8_D', '2le4_A', '6t90_L', '1gt0_D', '6yov_L', '6t78_B', '3u2b_C', '2gzk_A', '4y60_C', '4euw_A', '4s2q_D', '2yrq_A', '5ze0_N', '2gzk_A', '7jjk_A', '2yrq_A', '1i11_A']",P48431__Q86V81
409,Q9Y2W1,Q07869,THRAP3,PPARA,Q07869__Q9Y2W1,Q07869,Q9Y2W1,0.23000000238418578,0.20000000298023224,0.35,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']",[],Q9Y2W1__Q07869
410,Q16527,P04626,CSRP2,ERBB2,P04626__Q16527,P04626,Q16527,0.22399999713897706,0.1599999964237213,0.48,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['1b8t_A', '1rut_X', '2jtn_A', '1rut_X', '2jtn_A', '1ctl_A', '7lt9_B', '7d2t_D', '4jcj_B', '4jcj_C', '4kfz_B', '2xjy_A', '2ypa_C', '3mmk_B', '1rut_X', '6cme_A', '1iml_A', '2d8y_A', '2xqn_T', '1a7i_A']",Q16527__P04626
411,O95793,P23769,STAU1,GATA2,P23769__O95793,P23769,O95793,0.14799999618530274,0.12999999523162842,0.22,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['6sdw_A', '5n8m_A', '6sdw_A', '5n8m_A', '1qu6_A', '5dv7_C', '1qu6_A', '2l3j_A', '6v5b_B', '2n3f_A', '2yt4_A', '2n3f_A', '2yt4_A', '5dv7_C', '2l3j_A', '6v5b_B', '4dkk_A', '6htu_C', '5zal_B', '5cff_F']",O95793__P23769
412,P42357,P10242,HAL,MYB,P42357__P10242,P42357,P10242,0.1979999978542328,0.11999999731779099,0.51,"['1gk2_D', '1gkm_A', '2rjr_B', '2qve_A', '3unv_B', '6s7j_G', '6s7q_A', '5ltm_A', '6v6h_A', '2o6y_G', '2o78_A', '6v6h_D', '3nz4_B', '2nyn_B', '4c5s_B', '6at7_A', '1w27_A', '1y2m_B', '1y2m_C', '4i6p_B']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P42357
413,P35611,P18847,ADD1,ATF3,P35611__P18847,P35611,P18847,0.16399999952316285,0.10999999940395355,0.38,"['3ocr_A', '2z7b_A', '4xxf_A', '4c25_A', '6btg_A', '4c24_A', '2v9l_A', '6btd_A', '2fua_A', '1jdi_B', '1k0w_E', '1e4c_P', '2opi_B', '6voq_A', '2opi_A', '2fk5_A', '1pvt_A', '4m6r_C', '4m6r_D', '2irp_A']","['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']",P18847__P35611
414,Q3KQU3,P15336,MAP7D1,ATF2,P15336__Q3KQU3,P15336,Q3KQU3,0.14199999618530273,0.12999999523162842,0.19,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']",[],Q3KQU3__P15336
415,Q13867,P10242,BLMH,MYB,Q13867__P10242,Q13867,P10242,0.1899999978542328,0.11999999731779099,0.47,"['2e00_A', '3gcb_A', '2e01_A', '2cb5_B', '4k7c_A', '1cb5_A', '3pw3_A', '1cs8_A', '3pdf_A', '6czs_A', '6czk_A', '3hwn_C', '2xu1_C', '3hha_A', '2xu3_A', '1nb5_B', '8pch_A', '4i05_A', '4i04_B', '4i04_C']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q13867
416,Q92841,P42574,DDX17,CASP3,P42574__Q92841,P42574,Q92841,0.20600000047683717,0.14000000059604645,0.47,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6y5q_p', '6uv1_A', '6uv2_A', '6uv3_A', '7oqe_p', '7oqb_p', '6qx9_5X', '6qw6_5X', '5e7j_A', '5e7i_C', '6o5f_A', '2i4i_A', '4d25_A', '4d26_A', '2db3_B', '5ivl_A', '5dtu_A', '4nho_A', '5ivl_B', '6qw6_5X']",Q92841__P42574
417,Q9UBS4,P01106,DNAJB11,MYC,P01106__Q9UBS4,P01106,Q9UBS4,0.3120000095367432,0.30000001192092896,0.36,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['7jtk_y', '6psi_A', '4j80_B', '6jzb_A', '3agz_A', '7jtk_Y', '1nlt_A', '3lz8_A', '3lz8_B', '3agy_B', '2q2g_A', '1c3g_A', '6prq_A', '6psi_A', '4j80_B', '6prq_A', '6u3s_A', '4j7z_D', '6psi_A', '6z5n_A']",Q9UBS4__P01106
418,P14735,P10242,IDE,MYB,P14735__P10242,P14735,P10242,0.40200000286102294,0.3400000035762787,0.65,"['3cww_B', '3hgz_B', '7k1d_B', '1q2l_A', '6ofs_A', '6b05_A', '6brs_A', '4rpu_A', '4l3t_B', '2fge_B', '5cio_A', '3ami_B', '3amj_A', '7jrg_A', '7jrp_A', '3hdi_B', '3eoq_A', '3eoq_B', '4nnz_A', '4nnz_B']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P14735
419,Q16629,P18846,SRSF7,ATF1,P18846__Q16629,P18846,Q16629,0.1240000011920929,0.10000000149011612,0.22,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']","['2i2y_A', '6hpj_B', '2kn4_A', '1x4a_A', '2jrs_A', '2dnz_A', '2hvz_A', '2kxn_B', '6q0v_D', '6q0w_D', '7abg_A6', '2mks_A', '2fy1_A', '2dnm_A', '5tbx_B', '2rra_A', '4c7q_A', '6ud7_C', '2leb_A', '2i2y_A']",Q16629__P18846
420,Q9Y4I1,P42574,MYO5A,CASP3,Q9Y4I1__P42574,Q9Y4I1,P42574,error,error,error,error,error,P42574__Q9Y4I1
421,Q9BVK6,P18847,TMED9,ATF3,P18847__Q9BVK6,P18847,Q9BVK6,0.14199999856948853,0.07999999821186066,0.39,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['7rrm_A', '5gu5_A', '5azx_A', '5azx_B', '5azw_A', '7rrm_A', '5azw_A']",Q9BVK6__P18847
422,Q96PK6,P49716,RBM14,CEBPD,Q96PK6__P49716,Q96PK6,P49716,0.1399999978542328,0.11999999731779099,0.22,"['7dvq_4', '6r5k_H', '6r5k_H', '4f02_A', '6r5k_H', '6y53_o', '1cvj_A', '1cvj_B', '5mmj_v', '2lyv_A', '5x8p_v', '5x8r_v', '6kor_A', '1po6_A', '1fxl_A', '1g2e_A', '1ha1_A', '1l3k_A', '5ho4_A', '2km8_C']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']",P49716__Q96PK6
423,Q9Y4P3,P49715,TBL2,CEBPA,P49715__Q9Y4P3,P49715,Q9Y4P3,0.2220000047683716,0.15000000596046448,0.51,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['5mzh_B', '5nnz_A', '5nnz_B', '5mzh_B', '7mt1_A', '5nnz_A', '5nnz_B', '6ft6_x', '4wju_B', '5yzv_C', '6e1z_B', '6ujh_B', '6u8b_A', '4wjv_D', '5m23_A', '5yzv_A', '4wjs_A', '4lg9_A', '7bie_A', '1erj_C']",Q9Y4P3__P49715
424,Q00610,P10242,CLTC,MYB,Q00610__P10242,Q00610,P10242,error,error,error,error,error,P10242__Q00610
425,Q8NBU5,P15336,ATAD1,ATF2,P15336__Q8NBU5,P15336,Q8NBU5,0.17599999785423281,0.11999999731779099,0.4,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['5g4g_E', '5g4f_B', '5vc7_E', '5vca_P', '3cf0_I', '6g2x_A', '6g2z_A', '3hu3_B', '4ko8_B', '4l15_A', '7rlj_J', '3d8b_A', '5g4f_B', '3d8b_B', '3cf3_C', '5ftj_B', '5g4g_E', '6b5c_A', '3cf3_C', '5ftj_B']",Q8NBU5__P15336
426,O14684,P18846,PTGES,ATF1,O14684__P18846,O14684,P18846,0.17999999618530277,0.12999999523162842,0.38,"['4al0_A', '4yl0_A', '4bpm_A', '5i9k_A', '2h8a_A', '2uui_A', '4bpm_A', '2uui_A', '4yl0_A']","['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']",P18846__O14684
427,Q96PU8,P23769,QKI,GATA2,Q96PU8__P23769,Q96PU8,P23769,0.14999999952316284,0.10999999940395355,0.31,"['4jvy_A', '4jvh_A', '5elt_A', '5emo_B', '5elt_B', '5emo_A', '2mjh_A', '2bl5_A', '4wal_A', '4wan_E', '1k1g_A', '5elr_D', '5el3_D', '5els_A', '2yqr_A', '4dnn_B', '2ymj_B', '3k6t_A', '6gqe_A', '6gqe_A']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q96PU8
428,Q16531,P49715,DDB1,CEBPA,P49715__Q16531,P49715,Q16531,0.27199999713897705,0.1599999964237213,0.72,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['2hye_A', '5jk7_A', '3ei3_A', '7dco_3', '5ife_A', '5hy7_A', '6urg_A', '7dvq_3', '6f9n_A', '6eoj_A', '6h0f_J', '6ud7_B', '5fqd_A', '7b9c_A', '7b0i_A', '2b5n_B', '2b5n_D', '3ei3_A', '2oaj_A', '2oaj_A']",Q16531__P49715
429,O15173,P49716,PGRMC2,CEBPD,O15173__P49716,O15173,P49716,0.16999999618530276,0.12999999523162842,0.33,"['4x8y_A', '1t0g_A', '7jtk_k', '1kbi_A', '4b8n_B', '4b8n_D', '6vz6_A', '3ks0_A', '3lf5_B', '1cxy_A', '3mus_B', '4hil_B', '6nzx_A']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']",P49716__O15173
430,O75462,Q07869,CRLF1,PPARA,Q07869__O75462,Q07869,O75462,0.18199999618530277,0.12999999523162842,0.39,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['3l5h_A', '5mzv_C', '6wdq_C', '2d9q_B', '1i1r_A', '1p9m_A', '3e0g_A', '1n26_A', '2q7n_A', '5i99_A', '4yfd_A', '4pbx_A', '4yh7_A', '6iaa_A', '1bqu_B', '1bqu_A', '5i99_A', '4pbx_A', '3nce_B', '3ncf_B']",O75462__Q07869
431,Q14108,P01106,SCARB2,MYC,P01106__Q14108,P01106,Q14108,0.37400001049041753,0.33000001311302185,0.55,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['4q4f_A', '4tw2_B', '5lgd_A', '5uph_A', '5ktf_A', '6fjx_A', '5a2b_A', '5a2a_A']",Q14108__P01106
432,P31944,P10242,CASP14,MYB,P31944__P10242,P31944,P10242,0.21599999809265139,0.1899999976158142,0.32,"['2nn3_C', '2nn3_D', '4fdl_B', '1f1j_A', '1m72_C', '1m72_A', '1gqf_B', '4jje_A', '5ibp_A', '5jft_A', '5jft_B', '2j32_A', '1nms_B', '4hva_B', '2j30_A', '1i4o_B', '4jr2_B', '4jj7_A', '4qu9_A', '2fun_B']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P31944
433,Q7Z4W1,P01106,DCXR,MYC,P01106__Q7Z4W1,P01106,Q7Z4W1,0.16799999952316286,0.10999999940395355,0.4,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['1pr9_B', '3d3w_A', '1cyd_C', '4ni5_A', '4ni5_B', '3rsh_B', '3emk_A', '4nbu_B', '4nbu_C', '5itw_A', '1vl8_A', '1vl8_B', '2uvd_D', '3enn_B', '4egf_A', '2p68_A', '2pnf_A', '4jro_C', '4jro_D', '3ftp_A']",Q7Z4W1__P01106
434,P35556,P01106,FBN2,MYC,P35556__P01106,P35556,P01106,error,error,error,error,error,P01106__P35556
435,Q96PK6,P49715,RBM14,CEBPA,P49715__Q96PK6,P49715,Q96PK6,0.1379999978542328,0.11999999731779099,0.21,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['7dvq_4', '6r5k_H', '6r5k_H', '4f02_A', '6y53_o', '1cvj_A', '1cvj_B', '6r5k_H', '5mmj_v', '2lyv_A', '5x8p_v', '5x8r_v', '6kor_A', '1po6_A', '1fxl_A', '1g2e_A', '1ha1_A', '1l3k_A', '5ho4_A', '2km8_C']",Q96PK6__P49715
436,Q9Y383,P18847,LUC7L2,ATF3,P18847__Q9Y383,P18847,Q9Y383,0.2519999947547913,0.20999999344348907,0.42,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['5zwn_Y', '6n7r_I', '5zwn_Y', '6n7r_I']",Q9Y383__P18847
437,Q6UWP8,P10242,SBSN,MYB,Q6UWP8__P10242,Q6UWP8,P10242,0.15399999618530275,0.12999999523162842,0.25,[],"['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q6UWP8
438,P43243,P01100,MATR3,FOS,P01100__P43243,P01100,P43243,0.15400000047683718,0.14000000059604645,0.21,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['2mjn_A', '6r5k_H', '2kxh_A', '5kw6_A', '7dvq_4', '6r5k_H', '4qpt_A', '6r5k_H', '6y53_o', '2adc_A', '3nmr_A', '3nna_A', '6m75_A', '6so9_A', '6so9_A', '6r5k_H', '1x4f_A', '2mjn_A', '1x4d_A', '7dvq_4']",P43243__P01100
439,Q14562,P42574,DHX8,CASP3,Q14562__P42574,Q14562,P42574,0.22200000047683718,0.14000000059604645,0.55,"['6icz_Y', '6qdv_V', '6bk8_P', '5yzg_Z', '5ylz_W', '7b9v_Q', '5wsg_e', '6hyt_B', '6hys_A', '6ff7_q', '7dvq_x', '6hyt_A', '6sh6_A', '7dco_x', '5ltj_A', '6id1_V', '6qid_A', '7dcp_x', '6fac_A', '6rm9_A']","['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__Q14562
440,Q14444,P23769,CAPRIN1,GATA2,Q14444__P23769,Q14444,P23769,0.15799999618530275,0.12999999523162842,0.27,"['5j97_A', '4wbe_A', '6bk4_A', '6bk4_B', '6ta7_G', '6bk4_A', '6bk4_B', '6ta7_G', '4wbe_A', '5j97_A']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q14444
441,Q8N0U8,P01100,VKORC1L1,FOS,P01100__Q8N0U8,P01100,Q8N0U8,0.15599999952316285,0.10999999940395355,0.34,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['6wvh_B', '4nv6_A', '4nv5_B', '6wvh_B', '4nv6_A', '4nv6_A', '4nv5_B', '6wvh_B', '4nv5_B', '4nv6_A']",Q8N0U8__P01100
442,P02751,P18847,FN1,ATF3,P02751__P18847,P02751,P18847,error,error,error,error,error,P18847__P02751
443,Q5RI15,P18847,COX20,ATF3,P18847__Q5RI15,P18847,Q5RI15,0.10800000023841859,0.07000000029802322,0.26,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']",[],Q5RI15__P18847
444,Q9BVK6,P23769,TMED9,GATA2,P23769__Q9BVK6,P23769,Q9BVK6,0.14000000119209288,0.10000000149011612,0.3,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['7rrm_A', '5gu5_A', '5azx_A', '5azx_B', '5azw_A', '7rrm_A', '5azw_A']",Q9BVK6__P23769
445,Q3KQU3,P40763,MAP7D1,STAT3,P40763__Q3KQU3,P40763,Q3KQU3,0.2100000047683716,0.15000000596046448,0.45,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']",[],Q3KQU3__P40763
